ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block]
100,97.50,square_kernel,square_kernel,4.03,3.93,0.05,0.92,18,"    1,    1,    1","  128,    1,    1"
30,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
90,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
68,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
52,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
70,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
12,97.50,square_kernel,square_kernel,4.03,3.93,0.05,0.92,18,"    1,    1,    1","  128,    1,    1"
76,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
86,97.50,square_kernel,square_kernel,4.03,3.93,0.05,0.93,18,"    1,    1,    1","  128,    1,    1"
6,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
42,97.50,square_kernel,square_kernel,4.16,4.06,0.05,0.89,18,"    1,    1,    1","  128,    1,    1"
106,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
8,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.92,18,"    1,    1,    1","  128,    1,    1"
46,97.50,square_kernel,square_kernel,4.03,3.93,0.05,0.92,18,"    1,    1,    1","  128,    1,    1"
92,97.50,square_kernel,square_kernel,4.03,3.93,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
44,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
16,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
99,97.50,square_kernel,square_kernel,4.03,3.93,0.05,0.92,18,"    1,    1,    1","  128,    1,    1"
102,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.92,18,"    1,    1,    1","  128,    1,    1"
58,97.50,square_kernel,square_kernel,4.13,4.02,0.05,0.89,18,"    1,    1,    1","  128,    1,    1"
40,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
96,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
28,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
80,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
38,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
104,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
48,97.50,square_kernel,square_kernel,4.03,3.93,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
72,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
110,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
20,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.94,18,"    1,    1,    1","  128,    1,    1"
54,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
13,97.50,square_kernel,square_kernel,4.03,3.93,0.05,0.92,18,"    1,    1,    1","  128,    1,    1"
74,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
34,97.50,square_kernel,square_kernel,4.03,3.93,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
60,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
82,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
64,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
26,97.50,square_kernel,square_kernel,4.03,3.93,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
84,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
88,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
18,97.50,square_kernel,square_kernel,4.03,3.93,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
14,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
78,97.50,square_kernel,square_kernel,4.10,3.99,0.05,0.89,18,"    1,    1,    1","  128,    1,    1"
24,97.50,square_kernel,square_kernel,4.16,4.06,0.05,0.89,18,"    1,    1,    1","  128,    1,    1"
50,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
94,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
32,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.91,18,"    1,    1,    1","  128,    1,    1"
98,97.50,square_kernel,square_kernel,4.06,3.96,0.05,0.94,18,"    1,    1,    1","  128,    1,    1"
168,87.65,square_kernel,square_kernel,4.06,3.56,0.36,3.16,18,"    8,    1,    1","  128,    1,    1"
196,87.68,square_kernel,square_kernel,4.10,3.59,0.36,3.16,18,"    8,    1,    1","  128,    1,    1"
114,87.63,square_kernel,square_kernel,4.10,3.59,0.36,3.07,18,"    8,    1,    1","  128,    1,    1"
147,87.71,square_kernel,square_kernel,4.13,3.62,0.37,3.16,18,"    8,    1,    1","  128,    1,    1"
141,87.59,square_kernel,square_kernel,4.13,3.62,0.37,3.14,18,"    8,    1,    1","  128,    1,    1"
203,87.25,square_kernel,square_kernel,4.10,3.57,0.37,3.15,18,"    8,    1,    1","  128,    1,    1"
208,87.83,square_kernel,square_kernel,4.10,3.60,0.37,3.19,18,"    8,    1,    1","  128,    1,    1"
112,87.75,square_kernel,square_kernel,4.10,3.59,0.37,3.22,18,"    8,    1,    1","  128,    1,    1"
120,87.66,square_kernel,square_kernel,4.10,3.59,0.37,3.18,18,"    8,    1,    1","  128,    1,    1"
220,87.65,square_kernel,square_kernel,4.10,3.59,0.37,3.14,18,"    8,    1,    1","  128,    1,    1"
197,87.63,square_kernel,square_kernel,4.10,3.59,0.37,3.14,18,"    8,    1,    1","  128,    1,    1"
192,87.54,square_kernel,square_kernel,4.26,3.73,0.37,3.10,18,"    8,    1,    1","  128,    1,    1"
200,87.66,square_kernel,square_kernel,4.10,3.59,0.37,3.11,18,"    8,    1,    1","  128,    1,    1"
212,87.53,square_kernel,square_kernel,4.10,3.59,0.37,3.14,18,"    8,    1,    1","  128,    1,    1"
218,87.67,square_kernel,square_kernel,4.10,3.59,0.37,3.14,18,"    8,    1,    1","  128,    1,    1"
125,87.66,square_kernel,square_kernel,4.10,3.59,0.37,3.23,18,"    8,    1,    1","  128,    1,    1"
162,87.65,square_kernel,square_kernel,4.13,3.62,0.37,3.19,18,"    8,    1,    1","  128,    1,    1"
167,87.20,square_kernel,square_kernel,4.19,3.66,0.37,3.23,18,"    8,    1,    1","  128,    1,    1"
210,87.61,square_kernel,square_kernel,4.19,3.67,0.37,3.23,18,"    8,    1,    1","  128,    1,    1"
188,87.64,square_kernel,square_kernel,4.10,3.59,0.37,3.21,18,"    8,    1,    1","  128,    1,    1"
198,87.74,square_kernel,square_kernel,4.10,3.59,0.37,3.12,18,"    8,    1,    1","  128,    1,    1"
122,87.59,square_kernel,square_kernel,4.06,3.56,0.37,3.17,18,"    8,    1,    1","  128,    1,    1"
118,87.66,square_kernel,square_kernel,4.10,3.59,0.37,3.19,18,"    8,    1,    1","  128,    1,    1"
152,87.53,square_kernel,square_kernel,4.06,3.56,0.37,3.17,18,"    8,    1,    1","  128,    1,    1"
216,87.68,square_kernel,square_kernel,4.10,3.59,0.37,3.19,18,"    8,    1,    1","  128,    1,    1"
159,87.75,square_kernel,square_kernel,4.10,3.59,0.37,3.14,18,"    8,    1,    1","  128,    1,    1"
202,87.62,square_kernel,square_kernel,4.16,3.64,0.37,3.15,18,"    8,    1,    1","  128,    1,    1"
163,87.70,square_kernel,square_kernel,4.13,3.62,0.37,3.28,18,"    8,    1,    1","  128,    1,    1"
174,87.48,square_kernel,square_kernel,4.10,3.58,0.37,3.15,18,"    8,    1,    1","  128,    1,    1"
178,87.62,square_kernel,square_kernel,4.10,3.59,0.37,3.12,18,"    8,    1,    1","  128,    1,    1"
194,87.62,square_kernel,square_kernel,4.10,3.59,0.37,3.15,18,"    8,    1,    1","  128,    1,    1"
175,87.86,square_kernel,square_kernel,4.10,3.60,0.37,3.17,18,"    8,    1,    1","  128,    1,    1"
138,87.71,square_kernel,square_kernel,4.10,3.59,0.37,3.17,18,"    8,    1,    1","  128,    1,    1"
149,87.59,square_kernel,square_kernel,4.13,3.62,0.37,3.16,18,"    8,    1,    1","  128,    1,    1"
180,87.61,square_kernel,square_kernel,4.10,3.59,0.37,3.21,18,"    8,    1,    1","  128,    1,    1"
195,87.67,square_kernel,square_kernel,4.10,3.59,0.37,3.20,18,"    8,    1,    1","  128,    1,    1"
204,87.70,square_kernel,square_kernel,4.10,3.59,0.37,3.15,18,"    8,    1,    1","  128,    1,    1"
182,87.79,square_kernel,square_kernel,4.10,3.60,0.37,3.18,18,"    8,    1,    1","  128,    1,    1"
126,87.52,square_kernel,square_kernel,4.10,3.58,0.37,3.20,18,"    8,    1,    1","  128,    1,    1"
151,88.19,square_kernel,square_kernel,4.26,3.75,0.37,3.14,18,"    8,    1,    1","  128,    1,    1"
169,87.65,square_kernel,square_kernel,4.10,3.59,0.37,3.22,18,"    8,    1,    1","  128,    1,    1"
135,87.74,square_kernel,square_kernel,4.16,3.65,0.37,3.32,18,"    8,    1,    1","  128,    1,    1"
145,88.25,square_kernel,square_kernel,4.10,3.61,0.37,3.21,18,"    8,    1,    1","  128,    1,    1"
115,87.71,square_kernel,square_kernel,4.10,3.59,0.37,3.16,18,"    8,    1,    1","  128,    1,    1"
154,87.69,square_kernel,square_kernel,4.10,3.59,0.37,3.22,18,"    8,    1,    1","  128,    1,    1"
116,88.02,square_kernel,square_kernel,4.13,3.63,0.37,3.22,18,"    8,    1,    1","  128,    1,    1"
143,88.22,square_kernel,square_kernel,4.10,3.61,0.37,3.22,18,"    8,    1,    1","  128,    1,    1"
184,88.00,square_kernel,square_kernel,4.06,3.58,0.37,3.15,18,"    8,    1,    1","  128,    1,    1"
139,87.60,square_kernel,square_kernel,4.10,3.59,0.37,3.20,18,"    8,    1,    1","  128,    1,    1"
128,87.69,square_kernel,square_kernel,4.10,3.59,0.37,3.14,18,"    8,    1,    1","  128,    1,    1"
201,87.66,square_kernel,square_kernel,4.13,3.62,0.37,3.22,18,"    8,    1,    1","  128,    1,    1"
119,87.62,square_kernel,square_kernel,4.10,3.59,0.37,3.10,18,"    8,    1,    1","  128,    1,    1"
131,87.61,square_kernel,square_kernel,4.13,3.62,0.37,3.15,18,"    8,    1,    1","  128,    1,    1"
127,87.57,square_kernel,square_kernel,4.10,3.59,0.37,3.21,18,"    8,    1,    1","  128,    1,    1"
133,87.59,square_kernel,square_kernel,4.10,3.59,0.37,3.15,18,"    8,    1,    1","  128,    1,    1"
146,87.63,square_kernel,square_kernel,4.13,3.62,0.37,3.23,18,"    8,    1,    1","  128,    1,    1"
176,87.64,square_kernel,square_kernel,4.06,3.56,0.37,3.17,18,"    8,    1,    1","  128,    1,    1"
140,88.11,square_kernel,square_kernel,4.10,3.61,0.37,3.25,18,"    8,    1,    1","  128,    1,    1"
148,87.69,square_kernel,square_kernel,4.10,3.59,0.37,3.18,18,"    8,    1,    1","  128,    1,    1"
186,88.49,square_kernel,square_kernel,4.10,3.62,0.37,3.15,18,"    8,    1,    1","  128,    1,    1"
165,87.65,square_kernel,square_kernel,4.06,3.56,0.37,3.23,18,"    8,    1,    1","  128,    1,    1"
160,87.70,square_kernel,square_kernel,4.10,3.59,0.37,3.11,18,"    8,    1,    1","  128,    1,    1"
121,87.67,square_kernel,square_kernel,4.16,3.65,0.37,3.24,18,"    8,    1,    1","  128,    1,    1"
206,87.67,square_kernel,square_kernel,4.10,3.59,0.37,3.21,18,"    8,    1,    1","  128,    1,    1"
129,87.67,square_kernel,square_kernel,4.10,3.59,0.37,3.33,18,"    8,    1,    1","  128,    1,    1"
172,87.72,square_kernel,square_kernel,4.10,3.59,0.37,3.23,18,"    8,    1,    1","  128,    1,    1"
130,87.58,square_kernel,square_kernel,4.10,3.59,0.37,3.14,18,"    8,    1,    1","  128,    1,    1"
158,87.65,square_kernel,square_kernel,4.06,3.56,0.37,3.22,18,"    8,    1,    1","  128,    1,    1"
207,87.39,square_kernel,square_kernel,4.13,3.61,0.37,3.19,18,"    8,    1,    1","  128,    1,    1"
132,88.10,square_kernel,square_kernel,4.10,3.61,0.37,3.18,18,"    8,    1,    1","  128,    1,    1"
117,87.59,square_kernel,square_kernel,4.10,3.59,0.37,3.21,18,"    8,    1,    1","  128,    1,    1"
124,87.59,square_kernel,square_kernel,4.13,3.62,0.37,3.14,18,"    8,    1,    1","  128,    1,    1"
161,87.67,square_kernel,square_kernel,4.10,3.59,0.37,3.16,18,"    8,    1,    1","  128,    1,    1"
134,87.56,square_kernel,square_kernel,4.06,3.56,0.37,3.23,18,"    8,    1,    1","  128,    1,    1"
170,87.65,square_kernel,square_kernel,4.10,3.59,0.37,3.16,18,"    8,    1,    1","  128,    1,    1"
156,87.64,square_kernel,square_kernel,4.10,3.59,0.37,3.18,18,"    8,    1,    1","  128,    1,    1"
221,87.55,square_kernel,square_kernel,4.13,3.61,0.37,3.15,18,"    8,    1,    1","  128,    1,    1"
190,87.69,square_kernel,square_kernel,4.10,3.59,0.37,3.16,18,"    8,    1,    1","  128,    1,    1"
153,87.55,square_kernel,square_kernel,4.10,3.59,0.37,3.20,18,"    8,    1,    1","  128,    1,    1"
199,87.67,square_kernel,square_kernel,4.13,3.62,0.37,3.19,18,"    8,    1,    1","  128,    1,    1"
166,87.64,square_kernel,square_kernel,4.06,3.56,0.37,3.12,18,"    8,    1,    1","  128,    1,    1"
171,87.63,square_kernel,square_kernel,4.10,3.59,0.37,3.17,18,"    8,    1,    1","  128,    1,    1"
177,87.71,square_kernel,square_kernel,4.10,3.59,0.37,3.25,18,"    8,    1,    1","  128,    1,    1"
214,87.65,square_kernel,square_kernel,4.10,3.59,0.37,3.13,18,"    8,    1,    1","  128,    1,    1"
164,87.66,square_kernel,square_kernel,4.13,3.62,0.37,3.15,18,"    8,    1,    1","  128,    1,    1"
179,87.55,square_kernel,square_kernel,4.10,3.59,0.37,3.26,18,"    8,    1,    1","  128,    1,    1"
213,87.62,square_kernel,square_kernel,4.13,3.62,0.37,3.20,18,"    8,    1,    1","  128,    1,    1"
144,87.65,square_kernel,square_kernel,4.10,3.59,0.37,3.21,18,"    8,    1,    1","  128,    1,    1"
183,87.43,square_kernel,square_kernel,4.13,3.61,0.37,3.15,18,"    8,    1,    1","  128,    1,    1"
185,87.66,square_kernel,square_kernel,4.13,3.62,0.37,3.24,18,"    8,    1,    1","  128,    1,    1"
155,87.61,square_kernel,square_kernel,4.10,3.59,0.37,3.15,18,"    8,    1,    1","  128,    1,    1"
205,87.62,square_kernel,square_kernel,4.13,3.62,0.37,3.12,18,"    8,    1,    1","  128,    1,    1"
136,87.07,square_kernel,square_kernel,4.10,3.57,0.37,3.14,18,"    8,    1,    1","  128,    1,    1"
193,87.66,square_kernel,square_kernel,4.13,3.62,0.37,3.26,18,"    8,    1,    1","  128,    1,    1"
217,87.71,square_kernel,square_kernel,4.10,3.59,0.37,3.24,18,"    8,    1,    1","  128,    1,    1"
157,87.60,square_kernel,square_kernel,4.10,3.59,0.37,3.15,18,"    8,    1,    1","  128,    1,    1"
142,87.74,square_kernel,square_kernel,4.10,3.59,0.37,3.15,18,"    8,    1,    1","  128,    1,    1"
113,87.66,square_kernel,square_kernel,4.13,3.62,0.37,3.21,18,"    8,    1,    1","  128,    1,    1"
137,87.27,square_kernel,square_kernel,4.13,3.60,0.37,3.16,18,"    8,    1,    1","  128,    1,    1"
123,87.06,square_kernel,square_kernel,4.10,3.57,0.37,3.22,18,"    8,    1,    1","  128,    1,    1"
150,87.16,square_kernel,square_kernel,4.13,3.60,0.37,3.15,18,"    8,    1,    1","  128,    1,    1"
215,87.66,square_kernel,square_kernel,4.19,3.67,0.37,3.25,18,"    8,    1,    1","  128,    1,    1"
189,87.60,square_kernel,square_kernel,4.13,3.62,0.37,3.17,18,"    8,    1,    1","  128,    1,    1"
173,87.57,square_kernel,square_kernel,4.06,3.56,0.37,3.18,18,"    8,    1,    1","  128,    1,    1"
211,87.64,square_kernel,square_kernel,4.13,3.62,0.37,3.23,18,"    8,    1,    1","  128,    1,    1"
187,87.51,square_kernel,square_kernel,4.13,3.61,0.37,3.17,18,"    8,    1,    1","  128,    1,    1"
181,87.59,square_kernel,square_kernel,4.10,3.59,0.38,3.19,18,"    8,    1,    1","  128,    1,    1"
219,87.70,square_kernel,square_kernel,4.10,3.59,0.38,3.15,18,"    8,    1,    1","  128,    1,    1"
191,87.95,square_kernel,square_kernel,4.10,3.60,0.38,3.16,18,"    8,    1,    1","  128,    1,    1"
209,87.56,square_kernel,square_kernel,4.10,3.59,0.38,3.23,18,"    8,    1,    1","  128,    1,    1"
0,90.00,distribution_elementwise_grid_stride_kernel,..distribution_elementwise_grid_stride_kernel..,5.66,5.10,2.22,1.33,42,"    4,    1,    1","  256,    1,    1"
309,81.10,square_kernel,square_kernel,5.02,4.07,2.33,18.90,18,"   64,    1,    1","  128,    1,    1"
245,80.84,square_kernel,square_kernel,4.93,3.98,2.33,19.16,18,"   64,    1,    1","  128,    1,    1"
227,81.44,square_kernel,square_kernel,4.96,4.04,2.36,18.56,18,"   64,    1,    1","  128,    1,    1"
290,80.33,square_kernel,square_kernel,5.02,4.04,2.36,19.67,18,"   64,    1,    1","  128,    1,    1"
304,79.99,square_kernel,square_kernel,4.99,3.99,2.36,20.01,18,"   64,    1,    1","  128,    1,    1"
267,81.26,square_kernel,square_kernel,4.96,4.03,2.36,18.59,18,"   64,    1,    1","  128,    1,    1"
295,81.33,square_kernel,square_kernel,4.99,4.06,2.37,18.17,18,"   64,    1,    1","  128,    1,    1"
293,81.16,square_kernel,square_kernel,5.02,4.08,2.38,18.84,18,"   64,    1,    1","  128,    1,    1"
323,80.58,square_kernel,square_kernel,5.06,4.07,2.38,18.49,18,"   64,    1,    1","  128,    1,    1"
263,81.15,square_kernel,square_kernel,4.99,4.05,2.39,18.85,18,"   64,    1,    1","  128,    1,    1"
292,80.11,square_kernel,square_kernel,4.93,3.95,2.39,19.89,18,"   64,    1,    1","  128,    1,    1"
231,81.12,square_kernel,square_kernel,5.15,4.18,2.39,18.44,18,"   64,    1,    1","  128,    1,    1"
280,80.48,square_kernel,square_kernel,4.96,3.99,2.39,19.52,18,"   64,    1,    1","  128,    1,    1"
317,81.15,square_kernel,square_kernel,5.02,4.08,2.39,18.85,18,"   64,    1,    1","  128,    1,    1"
238,79.73,square_kernel,square_kernel,5.12,4.08,2.39,20.27,18,"   64,    1,    1","  128,    1,    1"
299,81.09,square_kernel,square_kernel,5.02,4.07,2.39,18.91,18,"   64,    1,    1","  128,    1,    1"
289,81.42,square_kernel,square_kernel,4.99,4.06,2.40,18.50,18,"   64,    1,    1","  128,    1,    1"
229,81.34,square_kernel,square_kernel,4.99,4.06,2.40,18.09,18,"   64,    1,    1","  128,    1,    1"
260,80.01,square_kernel,square_kernel,4.99,3.99,2.40,19.99,18,"   64,    1,    1","  128,    1,    1"
252,80.36,square_kernel,square_kernel,4.99,4.01,2.40,19.64,18,"   64,    1,    1","  128,    1,    1"
314,80.08,square_kernel,square_kernel,5.06,4.05,2.40,19.92,18,"   64,    1,    1","  128,    1,    1"
312,80.03,square_kernel,square_kernel,5.02,4.02,2.40,19.97,18,"   64,    1,    1","  128,    1,    1"
230,79.94,square_kernel,square_kernel,4.96,3.97,2.40,20.06,18,"   64,    1,    1","  128,    1,    1"
313,81.18,square_kernel,square_kernel,4.99,4.05,2.41,18.82,18,"   64,    1,    1","  128,    1,    1"
324,79.97,square_kernel,square_kernel,5.09,4.07,2.41,20.03,18,"   64,    1,    1","  128,    1,    1"
287,81.49,square_kernel,square_kernel,4.96,4.04,2.41,18.39,18,"   64,    1,    1","  128,    1,    1"
259,81.33,square_kernel,square_kernel,5.06,4.11,2.42,18.67,18,"   64,    1,    1","  128,    1,    1"
294,80.51,square_kernel,square_kernel,4.99,4.02,2.42,19.49,18,"   64,    1,    1","  128,    1,    1"
271,80.72,square_kernel,square_kernel,5.02,4.06,2.42,19.28,18,"   64,    1,    1","  128,    1,    1"
276,80.45,square_kernel,square_kernel,4.99,4.02,2.42,19.55,18,"   64,    1,    1","  128,    1,    1"
226,79.94,square_kernel,square_kernel,4.99,3.99,2.42,20.06,18,"   64,    1,    1","  128,    1,    1"
251,81.07,square_kernel,square_kernel,4.99,4.05,2.42,18.68,18,"   64,    1,    1","  128,    1,    1"
320,80.41,square_kernel,square_kernel,5.12,4.12,2.42,19.59,18,"   64,    1,    1","  128,    1,    1"
243,81.33,square_kernel,square_kernel,5.06,4.11,2.42,18.48,18,"   64,    1,    1","  128,    1,    1"
246,80.05,square_kernel,square_kernel,4.93,3.94,2.42,19.95,18,"   64,    1,    1","  128,    1,    1"
322,80.03,square_kernel,square_kernel,5.06,4.05,2.42,19.97,18,"   64,    1,    1","  128,    1,    1"
301,81.13,square_kernel,square_kernel,5.06,4.10,2.43,18.87,18,"   64,    1,    1","  128,    1,    1"
305,81.39,square_kernel,square_kernel,4.99,4.06,2.43,18.61,18,"   64,    1,    1","  128,    1,    1"
268,80.13,square_kernel,square_kernel,4.99,4.00,2.43,19.87,18,"   64,    1,    1","  128,    1,    1"
233,81.22,square_kernel,square_kernel,4.93,4.00,2.43,18.43,18,"   64,    1,    1","  128,    1,    1"
275,81.18,square_kernel,square_kernel,5.06,4.10,2.43,18.43,18,"   64,    1,    1","  128,    1,    1"
285,81.24,square_kernel,square_kernel,4.99,4.06,2.43,18.50,18,"   64,    1,    1","  128,    1,    1"
253,81.34,square_kernel,square_kernel,5.06,4.11,2.43,18.50,18,"   64,    1,    1","  128,    1,    1"
258,79.62,square_kernel,square_kernel,4.99,3.97,2.43,20.38,18,"   64,    1,    1","  128,    1,    1"
266,79.97,square_kernel,square_kernel,5.02,4.02,2.44,20.03,18,"   64,    1,    1","  128,    1,    1"
318,80.65,square_kernel,square_kernel,5.02,4.05,2.44,19.35,18,"   64,    1,    1","  128,    1,    1"
236,80.29,square_kernel,square_kernel,4.99,4.01,2.44,19.71,18,"   64,    1,    1","  128,    1,    1"
225,81.02,square_kernel,square_kernel,5.18,4.20,2.44,18.98,18,"   64,    1,    1","  128,    1,    1"
329,81.39,square_kernel,square_kernel,4.96,4.04,2.44,18.61,18,"   64,    1,    1","  128,    1,    1"
274,79.98,square_kernel,square_kernel,4.99,3.99,2.44,20.02,18,"   64,    1,    1","  128,    1,    1"
249,81.09,square_kernel,square_kernel,5.18,4.20,2.44,18.91,18,"   64,    1,    1","  128,    1,    1"
332,80.27,square_kernel,square_kernel,4.99,4.01,2.44,19.73,18,"   64,    1,    1","  128,    1,    1"
232,79.97,square_kernel,square_kernel,4.96,3.97,2.44,20.03,18,"   64,    1,    1","  128,    1,    1"
224,79.85,square_kernel,square_kernel,4.96,3.96,2.44,20.15,18,"   64,    1,    1","  128,    1,    1"
247,81.46,square_kernel,square_kernel,5.06,4.12,2.44,18.05,18,"   64,    1,    1","  128,    1,    1"
257,81.41,square_kernel,square_kernel,4.90,3.99,2.44,18.59,18,"   64,    1,    1","  128,    1,    1"
279,81.39,square_kernel,square_kernel,4.96,4.04,2.44,18.51,18,"   64,    1,    1","  128,    1,    1"
298,80.00,square_kernel,square_kernel,5.02,4.02,2.44,20.00,18,"   64,    1,    1","  128,    1,    1"
306,80.37,square_kernel,square_kernel,5.02,4.04,2.44,19.63,18,"   64,    1,    1","  128,    1,    1"
265,81.09,square_kernel,square_kernel,4.99,4.05,2.44,18.91,18,"   64,    1,    1","  128,    1,    1"
291,81.22,square_kernel,square_kernel,5.02,4.08,2.44,18.78,18,"   64,    1,    1","  128,    1,    1"
273,81.05,square_kernel,square_kernel,4.93,3.99,2.44,18.80,18,"   64,    1,    1","  128,    1,    1"
277,81.25,square_kernel,square_kernel,4.96,4.03,2.44,18.75,18,"   64,    1,    1","  128,    1,    1"
315,81.25,square_kernel,square_kernel,4.99,4.06,2.44,18.75,18,"   64,    1,    1","  128,    1,    1"
223,81.52,square_kernel,square_kernel,4.93,4.02,2.44,18.48,18,"   64,    1,    1","  128,    1,    1"
281,81.50,square_kernel,square_kernel,4.99,4.07,2.45,18.50,18,"   64,    1,    1","  128,    1,    1"
283,81.05,square_kernel,square_kernel,4.96,4.02,2.45,18.95,18,"   64,    1,    1","  128,    1,    1"
254,79.88,square_kernel,square_kernel,4.96,3.96,2.45,20.12,18,"   64,    1,    1","  128,    1,    1"
270,79.77,square_kernel,square_kernel,5.15,4.11,2.45,20.23,18,"   64,    1,    1","  128,    1,    1"
228,80.00,square_kernel,square_kernel,5.06,4.04,2.45,20.00,18,"   64,    1,    1","  128,    1,    1"
